chunk_id,document,section,text,topic
RegsNavyI_p0410,RegsNavyI.pdf,Technical details of sound signal appliances,"Technical details of sound signal appliances
1. Whistles
(a) Frequencies and range of audibility
The fundamental frequency of the signal shall lie within the range 70-700 Hz.
The range of audibility of the signal from a whistle shall be determined by
those frequencies, which may include the funda mental and/or one or more higher
frequencies, which lie within the range 180 -700 Hz (+ 1 percent) and which provide
the sound pressure levels specified in paragraph 1 (c) below.
(b) Limits of fundamental frequencies
To ensure a wide variety of whistle characteristics, the fundamental frequency
of a whistle shall be between the following limits:
(i) 70-200 Hz, for a vessel 200 metres or more in length;
(ii) 130-350 Hz, for a vessel 75 meters but less than 200 metres in
length;
(iii) 250-700 Hz, for a vessel less than 75 metres in length.
(c) Sound signal intensity and range of audibility
A whistle fitted in a vessel shall provide, in the direction of maximum
intensity of the whistle and at a distance of 1 metre from it, a sound pressure level in
at least one 1/3 rd octave band within the range of frequencies 180 -700Hz (+ 1 per
cent) of not less tha the appropriate figure given in the table below.
1/3rd octave band
length of vessel in metres level at 1 m in Audibility range
dB referred to in nautical miles
2 X 105 N 1m2
200 or more 143 2
75 but less than 200 138 1.5
20 but less than 75 130 1
Less than 20 120 0.5
The range of audibility in the table above is for information and is
approximately the rnge at which a whistle may be heard on its forward axis with 90
per cent probability in conditions of still air on board a vessel having average
background noise level at the listening posts (taken to be 68 dB in the octave band
centred on 250 Hz and 63 dB in the octave band centred on 500 Hz).
In practice the range at which a whistle may be heared is extremely varible
and depends critically on weather conditions; the values given can be regarded as
typical but under conditions of strong wind or high ambient noise level at the listening
post the range may be much reduced.",regulations
RegsNavyI_p0411,RegsNavyI.pdf, (d)Directional Properties,"(d) Directional Properties
The sound pressure level of a directional whistle shall be not more than 4 dB
below the sound pressure level on the axis at any direction in the horizonta l plane
within + 45 degrees of the axis. The sound pressure level at any other direction in the
horizontal plane shall be not more than 10dB below the sound pressure level on the
axis, so that the range in any direction will be at least half the range on t he forward
axis. The sound pressure level shall be measured in that 1/3 rd-octave band which
determines the audibility range.
(e) Positioning of Whistles
When a directional whistle is to be used as the only whistle on a vessel, it shall
be installed with its maximum intensity directed straight ahead.
A whistle shall be placed as high as practicable on a vessel, in order to reduce
interception of the emitted sound by obstructions and also to minimize hearing
damage risk to personnel. The sound pressure level of the vessel’s own signal at
listening posts shall not exceed 110 dB (A) and so far as practicable should not
exceed 100 dB (A).
(f) Fitting of more than one whistle
If whistles are fitted at a distance apart of more than 100 metres, it shall be so
arranged that they are not sounded simultaneously.
(g) Combined whistle systems
If due to the presence of obstructions the sound field of a single whistle or of
one of the whistles referred to in paragraph 1(f) above is likely to have a zone of
greatly reduced sign al level, it is recommended that a combined whistle system be
fitted so as to overcome this reduction. For the purposes of the Rules a combined
whistle system is to be regarded as a single whistle. The whistles of a combined
system shall be located at a distance apart of not more than 100 metres and arranged
to be sounded simultaneously. The frequency of any one whistle shall differ from
those of the others by at least 10Hz.
2. Bell or gong
(a) Intensity of signal
A bell or gong, or other d evice having similar sound characteristics shall produce a sound pressure
level of not less than 110 dB at 1 metre
(b) Construction
Bells and gongs shall be made of corrosion -resistant material and designed to
give a clear tone. The diameter of the mou th of the bell shall be not less than 300mm,
for vessels of more than 20 metres in length. Where practicable, a power -driven bell",regulations
RegsNavyI_p0412,RegsNavyI.pdf,striker is recommended to ensure constant force but manual operation shall be,"striker is recommended to ensure constant force but manual operation shall be
possible. The mass of the striker shall be not l ess than 3 per cent of the mass of the
bell.
(c) Approval
The construction of sound signal appliances, their performance and their
installation on board the vessel shall be to the satisfaction of the appropriate authority
of the State where the vessel is registered.
ANNEX IV
Distress signals
1. The following signals, used or exhibited either together or separately,
indicate distress and need of assistance;
(a) a gun or other explosive signal fired at intervals of about a minute:
(b) a continuous sounding with any fog signalling apparatus;
(c) rockets or shells, throwing red stars fired one at a time at short
intervals;
(d) a signal by radiotelegraphy or by any other signalling method
consisting of the group…..______………(SOS) in the Morse Code;
(e) a signal sent by radiotelephony consisting of the spoken word
‘Mayday’;
(f) the International Code Signal of distress indicated by N.C.;
(g) a signal consisting of a square flag having above or below it a ball or
any thing resembling a ball;
(h) flames on the vessel (as from a burning tar barrel, oil barrel, etc.);
(i) a rocket parachute flare or a hand flare showing a red light;
(j) a smoke signal giving off orange-coloured smoke;
(k) slowly and repeatedly raising and lowering arms outstretched to each
side;
(l) the radiotelegraph alarm signal;
(m) the radiotelephone alarm signal;
(n) signals transmitted by emergency position-indicating radio becons;",regulations
RegsNavyI_p0413,RegsNavyI.pdf,Chapter 43,"2. The use or exhibition of any of the foregoing signals except for the purpose of indicating distress and
need of assistance and the use of other sign als which may be confused with any of the above
signals is prohibited
3. Attention is drawn to the relevant sections of the International Code of
Signals, the Merchant Ship Search and Rescue Manual and the following signals:
(a) a piece of orange-coloured canvas with either a black square and circle
or other appropriate symbol (for identification from the air).
(b) a dye marker.
CHAPTER 43
TESTS, TRIALS, SURVEYS AND MAINTENANCE OF MATERIAL
Section
Regulations
I. Hull and General 4301 –
4320
II. Gunnery 4321 –
4325
III. Underwater Weapons 4326 –
4333
IV. Minelaying and Minesweeping Gear 4334 –
4337
V. Engineering 4338 –
4340
VI. Electrical 4341 –
4355
VII. Visual Signalling Equipment 4356 –
4357
VIII. Anchors, Chain Cable, Steel Wire Rope
Slings, Rigging, Etc. 4358 –
4362
IX. Cranes and Lifts 4363 –
4362
X. Boats and Floats 4367 –
4370",regulations
RegsNavyI_p0414,RegsNavyI.pdf,Section I HULL AND GENERAL,"XI. Articles Under Trial 4371
SECTION I – HULL AND GENERAL
4301. Survey and Examination . Periodic survey and examination are
undertaken to assess the condition of all structure and fittings contributing to hull
strength and watertight integrity. They form an integral part of the continuous
assessment of hull material state. Structure found d efective is to be repaired to restore
the material state of the ship for a further extensive period in service. Periodic surveys
are generally confined to the underwater hull of the vessel. Any specific survey of
particular part or fittings in connection w ith machinery, equipment and system, which
is beyond the capacity of ship’s staff, is to be undertaken by dockyard. The
Commanding officer is responsible for providing defect list details of all planned and
maintenance work on a defect list IN 488.
4302. Long Refits. 100% hull survey of hull structure, fittings and other
equipment and systems shall be carried out by refitting authorities during long refit.
The work package for the major refit is to be defined in a Refit Planning Document
by: -
(a) Defect List form IN 296 S.
(b) Survey.
(c) Alterations and Additions (A’s & A’s) work package approved by
Administrative Authority/Naval Headquarters.
4303. Procedures, which Contribute to Successful Survey. (1) The
following procedures are to be applied whenever practi cable in order to achieve
continuity of effective survey throughout the life of the ship.
(a) Pre-refit Visit. It is a prerequisite of a successful survey that the
optimum information on the overall condition of the ship be obtained
before the refit commences . The pre -refit visit by a small Dockyard
Planning Team is to include the following investigation, which are
allied to an assessment of survey: -
(i) Discussions with the ship’s officer on the material state of
ship’s structure, main and auxiliary machine ry and all the
systems.
(ii) Scrutiny of records of previous survey carried out by the
dockyard.
(iii) Where possible, examination of areas covered in the ship’s
defect list where known defects have occurred so that the extent
of the repair task and work in wake can be determined.",regulations
RegsNavyI_p0415,RegsNavyI.pdf, (iv)Investigation as far as is practicable in a running ship of area,"(iv) Investigation as far as is practicable in a running ship of area
known to be difficult to maintain where conditions are likely to
promote deterioration.
(v) As far as practical, the pre -refit survey carried out prior to
restorative refit should include and count towards as much of
the refit survey as possible.
(b) Detailed Planning of the Survey Task. Detailed planning and
professional and technical involvement at all levels are essential for the
satisfactory survey of hull stru cture and systems. Milestones are to be
included in the refit plan, defining the completion of survey and
examination. It is essential that the survey be commenced and
completed during an early stage of refit to ensure of refit to ensure
timely rectification of defects. Particular importance must be paid to
hull survey. Completion of under water hull survey is to be planned for
the mid docking period and the remainder of the survey by the mid
refit stage
(c) The inspection and reports on the hull structure and fitting rendered by
ship’s staff are to be examined by Dockyard officers when assessing
the survey requirement.
(d) Use of Non-destructive Technique. Non-destructive technique i.e. the
use of an ultrasonic thickness measuring gauge are to be employed
wherever practicable for survey of hull. The reading of hull thickness
are only to be supplemented by drill testing if this is considered to be
essential and is approved by the constructor officer. The results of the
examination of the hull are to be recorded o n ship’s drawing to
supplement the IN 378 information.
(e) Location of Ship in Dock. Ships are to be docked on minimum
number of blocks commensurate with block loading limitation, taking
into account the possibility that the keel may not be straight and a lso
the intention with regards to block removal. On each occasion of
docking, opportunity is to be taken to inspect area in the wake of dock
blocks, particularly where the dock blocks are closely spaced or where
the keel is likely to have been deteriorated . Previous copies of forms
IN 379 and IN 378 are to be examined for representative block
removal to occur over a succession of docking periods. Vessels are to
be docked in a different position from the last docking.
(2) General Instruction for Carrying out Survey.
(a) The dockyard survey forms a major part of the continuous assessment
of the material state of the ships, supplemented by structural system,
and machinery examination carried out by ship’s staff. The limit of",regulations
RegsNavyI_p0416,RegsNavyI.pdf,survey envisaged on each particular t ype of refit is to be in accordance,"survey envisaged on each particular t ype of refit is to be in accordance
with the order promulgated by the Chief of the Naval Staff from time
to time. It is important that the decision on the critical areas of repair
arising from the survey should be at the highest professional level.
(b) Dockyard officers are regularly to consult and inform ship’s and
Administrative Authority of any findings and decisions on a survey
which may affect the ship’s programme and are to conduct a formal
mid term refit discussion with the administrative authorities.
4304. Procedure for Reporting Structural Survey. (1) To ensure that the
survey is adequately documented, Dockyard officers are to initiate a record of each
survey on form IN 378 Part I & Part II and as per order promulgated by the Chief of
Naval Staff fro m time to time. The record is to show completely the compartments
and places surveyed and work done on each occasion. The repair carried out on the
under water hull should also be indicated in form IN 379.
(2) On completion of structural survey a report is to be rendered as stated in
sub regulation (1) above and forwarded to the Chief of the Naval Staff within one
month of completion of refit. Copies are to be forwarded to Administrative Authority
concerned and the Commanding officer of the ship.
4305. Periodic Survey. Periodic hull surveys are to be conducted: -
(a) To determine the state of main structural members of the hull, super -
structure and important internal structural members.
(b) To ensure that rapid/further deterioration of important structures
affected by corrosion does not occur or is controlled.
(c) To ensure that repairs are carried out to all defective structures.
4306. Types of Hull Structure Survey. (1) Surface Ships. Types of hull
survey carried out in each refit is as follows: -
(a) Short Refit . Underwater hull to be visually inspected, underwater
structure graded ‘critical’ during the precedings refit are to be
examined and specific defect if any to be rectified. Cathodic protection
system is to be checked and repairs/renewal carried out as required.
(b) Normal Refit. Drill test survey or ultrasonic survey is to be conducted
on 1/3rd of underwater hull of aircraft carrier, 50% of underwater hull
of frigates, tankers, survey vessels, Utility Landing Crafts (LSTs) and
depot ships and 100% of underwat er hull of remaining ships. The
remaining 2/3 rd of underwater hull of aircraft carrier and 50% of
underwater hull of frigates and above are to be usually inspected;
specific defects if any to be rectified. Cathodic protection system is to
be checked and repair/renewal to be carried out.",regulations
RegsNavyI_p0417,RegsNavyI.pdf, (c)Long Refit. Drill test or ultrasonic test is to be carried out for the full,"(c) Long Refit. Drill test or ultrasonic test is to be carried out for the full
underwater hull. Drill test/ultrasonic/visual survey is to be carried out
for the remaining structural members as considered necessary by the
refitting authority. The Cathodic protection system is to be checked
and repair/renewal to be carried out.
(2) Submarines. The type of hull survey to be carried out on each refit is as
follows: -
(a) Short Refit. Critical structure i.e. pressure hull pressure wa ter tight
bulkhead plates, ballast tank casing outer hull, ballast tank frames,
outer hull dock conning towers, superstructure etc. are to be examined
and specific defects be rectified, cathodic protection system is to be
examined and repairs/renewal are t o be carried out as necessary.
Sample survey of following inaccessible areas of pressure hull are to
be carried out: -
(i) Inaccessible aress around the conning tower.
(ii) Areas above water line in the region of diesel engine exhaust.
(iii) Free flooding areas.
(iv) Torpedo loading hatch.
(b) Normal Refit. Ultrasonic survey of pressure hull and external tanks is
to be carried out. Specific defect, if any, is to be rectified, cathodic
protection system is to be examined and repairs/renewal to be carried
out as necessary.
(c) Long refit. Ultrasonic survey of complete hull structure is to be carried
out and defects, is any, are to be rectified. Cathodic protection system
is to be examined and repairs/renewal are to be carried out.
(3) Glass Reinforced Plastic ( GRP) Ships-Inspection, Testing and Survey
Procedure to be followed on each Refit.
(a) Visual methods are used predominantly for inspections, testing and
survey. Practically all physical testing is destructive and hence its use
is limited to occasional samples from large production runs like major
repair, construction of boats, domes etc,.
(b) Non-destructive physical tests are confined to those of dimensional
checks, weight checks, resin hardness determination etc., using devices
such as snap gauges, micrometers, scales, portable hardness gauges,
etc.",regulations
RegsNavyI_p0418,RegsNavyI.pdf, (c)Type of defects found by visual inspection and their possible causes,"(c) Type of defects found by visual inspection and their possible causes
are listed below for guidelines.
Defects Possible causes
(i) Blisters Cure too rapid, mould too hoot, moisture in
the resin filler or glass, resin starvation due to
re-moulding layup and curing no scaling or
weathering coat in case of structure in
contact with water.
(ii) Pin holes Poor m ould surface, entrapped air, insufficient
Pits and Voids. mould pressure, dirty mould.
(iii) Sin Monks.
(iv) Crazing. Resin rich areas caused by poor glass
distribution, impacts prior to proper hardening.
(v) Ripples and Wrinkles
Partial coming. Cure too rapid, use of old resin improper, use of
reinforcement, washing or moving the gl ass, use
of glass which is not compatible with particular
type of resin.
(vi) Exposed Fibres Glass content too high, poor glass distribution,
poor impregnation
(vii) Delamination Poor impregnation, glass content too high,
improper overlaps, wrong overlap direction with
respect to the direction of water flow.
(viii) Air pocket. Lay up done by untrained personnel use of low
viscous binder or vertical applications, restricted
pot life of binder which hardens up prior to
proper impregnations and placement of
reinforcement.
(4) Survey General Procedure. Carry our visual inspection/survey of all
compartments including inaccessible areas covering up the shipside, bulkheads,
frames, beams, grinders, deck foundations of various equipments and machineries,
superstructure both internally and externally, the joint between the superstructure and
the deck during refits, Normal Refit (NR) and above. During Short Refit (SR) such
survey shall be carried out to the extent possible except machinery foundation since it
may not be possible to inspect them.",regulations
RegsNavyI_p0419,RegsNavyI.pdf," (5)State of Deck/Hull/Bulkhead. Slicing, delamination of reinforcing layers,","(5) State of Deck/Hull/Bulkhead. Slicing, delamination of reinforcing layers,
fittings such as stanchions, bulwork stiffers, etc., are the commonly observed defects.
Suspected are to be tested with a light hammer and a d ull sound could indicate a
defect beneath the top layer. Visible signs of slicing or bulging, unevenness, contour
that is not gradual etc.
(6) Frames, Girders, Beams. These types of structural members are
fabricated separately and are fixed with the hull /deck by means of reinforcing angles.
Check to be made to find out whether there is slicing of the angles, the main members
or otherwise to be surveyed for intactness and defects such as, crazing, cracks,
delamination etc.
(7) Hull. To be examined extern ally and internally when the ship is in dry
dock. Any major defects observed and repairs effected are to be recorded in the
docking report giving all particulars, such as location, nature of defect repair
procedure adopted, details of materials, used etc. with a view that such repairs are
examined during the subsequent docking.
4307. Survey of Yard Crafts. (1) Drill test or ultrasonic survey is to be
conducted on full underwater hull during every alternate refit (24 months). Visual
survey of the underwater hull is to be carried out during the other refit.
(2) The Captains of the yard are to initiate an item in the defect list when hull
survey by dockyard are due to be carried out. Any proposal to prolong or curtail the
period between surveys is to be re ferred to the Chief of the Naval Staff for
consideration.
4308. Renewal of Hull Structure of Ships and Submarines. (1) Surface
Ships.
(a) All main structural members normally have a corrosion allowance in
scantling equal to approximately 25% of the thickness.
(b) Structures of surface ships for which the percentage reduction in
scantling (K-value) exceeds the following values will require renewal:
-
(i) 40% and over for minor partitioner, superstructure and
intermediate decks (non-strength decks).
(ii) 25% an d over for shell plates, strength -deck plates, main
bulkheads, tank tops, machinery bearers.
(iii) 30% and over for internal structure like frames, longitudinals,
beams and girders.
(2) Submarines. Structure of submarine which requires renewal are as
follows. The maximum overall permissible wear compared with design thickness (K -
value) is indicated against each structural location: -",regulations
RegsNavyI_p0420,RegsNavyI.pdf," (a)K=6 = for pressure hull plating and frames, pressure and bulkheads,","(a) K=6 = for pressure hull plating and frames, pressure and bulkheads,
pressure bulkheads and pressure tank plates.
(b) K=15 = for pressure hull watertight bulkhead plates.
(c) K=30 = for ballast tank casing plates.
(d) K=20 = for outer hull ballast tank frames.
(e) K=35 = for outer hull plates (deck ends and conning tower
superstructure etc).
4309. Ship’s Staff Survey of Maintenance Hull Structure and Fittings. (1)
The commanding officer of the ship is responsible for proper maintenance of ship’s
structure and fittings. The Commanding officer should carry out the periodic
maintenance routines laid down in hull maintenance schedule and render regularly
hull maintenance and defect return on form IN 926 and 927 respectively.
(2) In general, all maintenance schedules are based on specific periodicity.
(3) Protective Coatings. To ensure that approved pain t schemes have been
applied to different parts of the ship, it is essential that deteriorated coatings, rust
products and contaminators are removed before hand. The extent of removal and
renewal is to be determined from inspection of the existing coatings.
(4) Cathodic Protection.
(a) Ships fitted with Impressed Current Cathodic Protection (ICCP)
system should carry out periodic maintenance routines as laid down in
Chapter 4 of INBR 372 and orders issued by the Chief of the Naval
Staff from time to time.
(b) The hull potential and anode current is to be recorded once in a day in
the ship’s logbook as per table 1 of Chapter 4 of INBR 372. The data is
required to be forwarded to the Chief of Naval Staff with a copy to
Administrative Authority, refitting authority and Naval Chemical
Metallurgical Laboratory (NCML).
(c) In the event, the system fails or hull potential readings are beyond
permissible limit, ships staff are to inform Administrative Authority,
NCML and Naval Dockyard and to request Naval Dockyard to provid e
portable handing anodes for use by the ship when alongside.
(d) Ships fitted with sacrificial anodes should measure the hull potential
regularly and record the same once in a fortnight using an external zinc
or silver/silver chloride reference electrode. A logbook is to be
maintained to record the hull potential as per order in force. One copy
of logbook is to be forwarded to the Chief of the Naval Staff with a
copy to Administrative Authority, Naval Dockyard and NCML on
monthly basis.",regulations
RegsNavyI_p0421,RegsNavyI.pdf, (e)Whenever the hull pot ential reading is found beyond permissible limit,"(e) Whenever the hull pot ential reading is found beyond permissible limit
specified in Chapter 1 Para 1.13 of INBR 372, the ship’s staff are to
inform administrative Authority, NCML and Naval Dockyard and to
request Naval Dockyard to provide portable hanging anodes.
(f) Precautions.
(i) When ICCP system is to be operated with the ship at alongside
berth, it should be ensured that all metallic contacts with ship
via steel gangway and steel ropes to the jetty are removed.
(ii) Ships at alongside berths are to ensure that steel ladders, ship to
ship and ship to shore are supported on rubber pads and steel
ropes, for securing ships alongside.
(iii) Welding operation alongside is likely to effect the ICCP
system. During electric welding, it is to be ensured that reverse
polarity is avoided.
(5) Ship’s Officers Survey Report. In addition to periodical hull maintenance
routines of hull structure and fittings, a thorough examination of every part of the
structure fittings/machinery/seats affecting strength or watertight sub -division should
be carried out by ship’s officers quarterly and a report on the condition of
structure/fittings and paint work should be forwarded to the Chief of the Naval Staff
with a copy to Administrative Authority and Dockyard Authority.
4310. Inspections and Test & Trials of Hull Structure & Equipment. (10
Air Testing of Compartment. To ensure the essential maintenance of watertight and
gas tight integrity, ships structure are to be regularly air tested during normal refits or
major refit. The list of compartm ents, to be air tested is laid down in each ship and
submarine maintenance schedule. Complete record of all air testing are to be rendered
on form IN 378.
(2) Citadel Test. In addition to general air testing of individual compartments
a complete citadel test is to be carried out “on completion of normal refit/major refit”
in accordance with BR 2170 Vol 2 NBCD Manual Chapter 41. A report of citadel test
is to be forwarded to the Chief of the Naval Staff through Administrative Authority.
(3) Inspections & test of Life Saving Appliance. Ships staff should carry out
all periodical maintenance routines of all life saving appliances i.e. life rafts, life
buoys, lifting nets etc. All life rafts and survival packs complete with GRP containers
are to be landed in the Dockyard’s Life Raft Repair Cell, for yearly inspection and
servicing.
(4) Inspections and Test of Lifting Appliance
(a) Ships staff to carry out periodical maintenance routines of lifting
appliances and associated machinery fittings as laid down in t he hull",regulations
RegsNavyI_p0422,RegsNavyI.pdf,maintenance schedule and orders promulgated by the Chief of the,"maintenance schedule and orders promulgated by the Chief of the
Naval Staff from time to time.
(b) All lifting appliances i.e. derrick, davit, crane winches, overhead
runways, turn table, chain block, grabe etc. are to be load tested by
Dockyard officers on each occasion of normal refit and major refits.
The request for such tests by dockyard are to be initiated by ships staff
on defect list
(c) The interval between test should not exceed 27 months.
(5) Heeling Trials. Heeling trials are to be carried o ut on ships after
completion of long refit/modernisation. The Commanding officer should ensure that
all necessary precautions as laid down in chapter 41 of ship NBCD Manual (BR 2170)
Vol II and orders issued by the Chief of the Naval Staff from time to tim e are being
observed during trials.
(6) Insulation Test of Refrigerated Spaces. Test of insulation of all
refrigerated spaces are to be carried out in accordance with General Hull
Specifications after a major refit. The test period should not exceed 6 ye ars. A trial
report on Form D-741A is to be forwarded to the Chief of the Naval Staff through the
Administrative Authority.
(7) Air-conditioning/Ventilation Trials. Thorough air -conditioning and
ventilation trials are essential during long refits/moderni sations to ensure that the
designed conditions are maintained. The trials should be conducted as per procedure
laid down in Section ‘R’ of Air Conditioning General Hand Book INBR 304. The
results of the trial are to be tabulated in standard test sheet spec ified and a
comprehensive report to be forwarded to the Chief of the Naval Staff with copies to
Administrative Authorities and Commanding officer of the ship. The trial report
should comprise of the following: -
(a) Fans & performance data.
(b) Compartment air q uantities (designed and actual temperature and
humidity of the compartment.
(c) Chilled water quantity and inlet/outlet temperature of each cooler.
Note: For submarines, above trials are to be conducted under various regimes of ventilation.
Separate record for each regime is to be maintained.
(8) Trial of Galleys and Bakeries. Trials of Ships’ galleys which have been
modernised are to be carried out in accordance with, Procedure for the Supervision of
Ships and Vessels Building by Contract (BR 1921) article 1432. The trial is to consist
of operating each piece of equipment and machinery for the minimum time necessary
to ascertain that it is fit to be used for its particular purpose.",regulations
RegsNavyI_p0423,RegsNavyI.pdf, (9)Laundry Trials. Whenever a large modification is effected to the exist ing,"(9) Laundry Trials. Whenever a large modification is effected to the exist ing
plant, a laundry trial under working conditions is to be carried out as laid down in BR
1921 Article 1432. When minor modifications are involved it will be sufficient to test
the additional items and associated services to the satisfaction of ship’s officer.
(10) Testing of Brows.
(a) Brows carried on IN ships are to be normally tested in Naval
Docyards. Ships are required to add an item to their defect list to cover
the testing of brows as these tests become due during major refits.
(b) The test load to be calculated from the formula
area of brow in square feet
Test load in tons =
14
(c) The test load ios to be evenly distributed over the length of the brow,
the brow being supported at its ends in horizontal position. No end
restraint is to be imparted to the brows by the supports for steel and
aluminium brows. No permanent set should remain after removal of
the test load. For wood brows the permanent set should not exceed
6mm per 3-metre length of brow.
(11) Return of Weights. The Admiral Supe rintendent of Dockyard or the
Warship Production Superintendent as the case may be will render on form NSO 317
a return of weight of everything on board with other particulars required by the form
on the following occasions: -
(a) With the officer’s report of the inclining experiment.
(b) After any large refit.
(c) On commissioning.
(d) The Commanding officer shall furnish the information desired by
dockyard or NPS authorities which will assist in compilation of the
return of weight. When actual weights are not known, they should be
carefully estimated.
4311. Cleaning and Painting During Refit. (1) Cleaning and painting of the
following is to be carried out by dockyard during refit and the remaining portion is to
be cleaned and painted by ship’s staff.
(a) Flag Officer’s and Captain’s apartment, wardroom sickbay, and other
items in the accepted work package.
(b) In submarines the control room,. Torpedo space and living spaces.",regulations
RegsNavyI_p0424,RegsNavyI.pdf,Section II GUNNERY,"(c) Paint work damaged by the dockyard in the immediate vicinity of specific
items of refitting work carried out by the dockyard.
(d) All underwater hull and fitting below the deep waterline.
(2) In the vessel undergoing a refit where a care and maintenance party or reserve
complement is not attached, the cleaning and painting shall be carried out as may be arr anged by the
Admiral Superintendent Dockyard.
4312 – 4320 Blank.
SECTION II – GUNNERY
4321. Trials of Fitting. (1) The following instructions shall be observed in
carrying out trials of the gunnery and associated electrical fittings of IN Ships.
(2) Gunnery inspections and acceptance trials in new construction ships and
ships refitting, including those in reserve, shall be carried out as indicated in the table
below. Detailed orders for inspection and trials and the authorities by whom these are
to be carried out will be as prescribed by the Chief of the Naval Staff from time to
time.
TABLE
Authority for Initiating Inspections or Trials
Condition of ship Authority for Initiating
Inspections or Trials
New construction (Contraction Built in India) The Chief of the Naval Staff.
New construction (Contraction Built outside India) The Chief of the Naval Staff.
New construction (Dockyard Built) Admiral Superintendent of the
Dockyard concerned.
Refitting or conversion for service, but not Commanding officer through
in reserve. Admiral Superintendent
Dockyard and Administrative
Authority, concerned.
Refitting or conversion before being placed Commanding officer if in
in reserve. Commission otherwise Admiral
Superintendent Dockyard
concerned.
Refitting or conversion while in reserve. Senior Officer, Reserve Fleet.",regulations
RegsNavyI_p0425,RegsNavyI.pdf,Refitting or conversion from reserve. Commanding officer through,"Refitting or conversion from reserve. Commanding officer through
Admiral Superintendent
Dockyard and Administrative
Authority concerned.
(3) Authorities responsible for initi ating inspections of trials should give as
much notice to conducting authorities as possible. Conducting authorities carry out
their inspections and trials on behalf of ship’s officers, and in the case of equipment to
be accepted from manufactures, on behalf of the Chief of the Naval Staff.
(4) Reports shall be rendered by the authority carrying out the trials as
follows:-
(a) New Construction Ships and those Undergoing Conversion or
Modernisation. To the Chief of the Naval Staff with copies to
authorities concerned.
(b) Ships Refitting. To Administrative Authority, with copies to
authorities concerned. I, however, the equipment reported on has been
received from the manufactures, or if decision by the Chief of the
Naval Staff is required on any item, reports sh all be forwarded jointly
to the Chief of the Naval Staff and the Administrative Authority.
(c) Gunnery School, Training Establishments and firing Ranges. Such
units/firing ranges having equipment which requires inspection or trial,
should comply with the prov isions of this Regulation in so far they are
applicable.
4322. When Ready to Receive Guns. The Captain shall give notice in
writing. Through the Administrative Authority or Senior Officer, to the General
Manager Naval Armament Stores on every occasion wh en the ship is ready to receive
or land guns, projectiles, cordite, or other heavy armament stores.
4323 – 4325 Blank.
SECTION III – UNDERWATER WEAPONS
4326. Underwater Weapon Trials. Detailed orders for the trials will be as
promulgated by the Chief of the Naval Staff.
4327. Torpedo Equipment Trials. (1) A torpedo equipment trial of all new
vessels, shall be carried out by an officer nominated by the Chief of the Naval Staff,
before the vessel leaves the dockyard or the contractor’s works. Abroad th is trial shall
be arranged for locally. The Commanding officer of the ship shall be associated in all
such trials and ensure that the fittings and equipment are satisfactory. This trial is to
include a trial of the torpedo control equipment.",regulations
RegsNavyI_p0426,RegsNavyI.pdf," (2)A simil ar trial is required after any alterations have been carried out,","(2) A simil ar trial is required after any alterations have been carried out,
affecting the torpedo equipment in ship’s refitting, modernising or converting. This
trial will be carried out by the Refitting Dockyard.
4328. Torpedo Discharge Trials. (1) Standard torpe do discharge trials shall
be carried out by an officer nominated by the Chief of the Naval Staff in all ships
having torpedo armament. First of class torpedo discharge trials shall be carried out in
the first two ships of a new class after the ship is commissioned.
(2) Full speed is required for all discharge trials except those of submarines.
4329. Alignment of Torpedo Sights and Tubes. Alignment of torpedo sights
and tubes in ships shall be carried out in ships under construction, and a check
alignment in ships and vessels refitting is to be carried out by the Dockyard officer
concerned. The necessary arrangements shall be made by the Administrative
Authority. Abroad, local arrangements shall be made for check alignment.
4330. Trials of Anti Submarin e (AS) Weapons, Anti Torpedo (AT)
Devices, and Underwater Detection Equipment. (1) Equipment and sea -trials of
underwater detection equipment, anti submarine weapons and anti -torpedo devices of
all new vessels shall be carried out by an office nominated by the Chief of the Naval
Staff, and of ships refitting, modernising or converting shall be carried out by the
dockyard concerned, before the vessel leaves the contractor’s yard or dockyard. The
Administrative Authority shall make available specialist office rs to the dockyard as
necessary.
(2) Similar trials are required after any major alterations have been m ade to
this equipment.
4331 – 4333. Blank.
SECTION IV – MINELAYING AND MINESWEEPING GEAR
4334. Minelaying Equipment Trials. Minelaying equipm ent trials shall be
carried out by an officer nominated by the Chief of the Naval Staff, in all vessels
fitted for minelaying, before leaving the contractor’s yard or dockyard on completion,
or after a refit win which alterations and additions, or repairs have been made to
existing minelaying equipment. Detailed orders will be promulgated by the Chief of
the Naval Staff as necessary.
4335. Minelaying Tests. To test the organisation for maintenance, preparation
and issue of mines, the Flag or other officer in command of a fleet, or a flotilla, or of
an area shall arrange that mines are drawn periodically from every mine depot on his
station from which issues to minelayers are normally made and that these are laid
under conditions favourable for the detection of any defects and their causes
4336. Minesweeping Equipment Trials. Minesweeping equipment trials
shall be carried out by an officer nominated by the Chief of the Naval Staff, in all",regulations
